# file name
# excel_files/Figure_2C_data.xlsx
2.00,60.000
4.00,60.000
6.00,60.000
8.00,60.000
10.00,60.000
12.00,60.000
14.00,60.000
16.00,60.000
18.00,60.000
20.00,60.000
22.00,60.000
24.00,60.000
26.00,60.000
28.00,60.000
32.00,10.000
34.00,-20.000
36.00,-20.000
38.00,-20.000
40.00,-20.000
42.00,-20.000
44.00,-20.000
46.00,-20.000
48.00,-20.000
50.00,-20.000
52.00,-20.000
53.00,-20.000
54.00,-20.000
55.00,-20.000
56.00,-20.000
57.00,-20.000
58.00,-20.000
59.00,-20.000
61.00,-20.000
62.00,-20.000
63.00,10.000
65.00,35.000
66.00,35.000
67.00,35.000
68.00,35.000
69.00,35.000
72.00,35.000
74.00,35.000
76.00,35.000
78.00,35.000
80.00,35.000
82.00,35.000
84.00,35.000
86.00,35.000
88.00,35.000
90.00,35.000
93.00,35.000
96.00,35.000
98.00,35.000
100.00,35.000
102.00,35.000
104.00,35.000
106.00,35.000
108.00,35.000
110.00,35.000
113.00,10.000
114.00,-15.000
115.00,-15.000
117.00,-15.000
119.00,-15.000
121.00,-15.000
123.00,-15.000
125.00,-15.000
127.00,-15.000
129.00,-15.000
131.00,-15.000
133.00,-15.000
135.00,-15.000
135.00,-15.000
137.00,-15.000
139.00,-15.000
141.00,-15.000
143.00,-15.000
145.00,-15.000
147.00,-15.000
149.00,-15.000
151.00,-15.000
153.00,-15.000
155.00,-15.000
157.00,-15.000
159.00,10.000
163.00,60.000
165.00,60.000
167.00,60.000
169.00,60.000
170.00,60.000
172.00,60.000
174.00,60.000
176.00,60.000
178.00,60.000
180.00,60.000
182.00,60.000
184.00,60.000
186.00,60.000
188.00,60.000
190.00,60.000
192.00,60.000
194.00,60.000
196.00,60.000
198.00,60.000
200.00,60.000
202.00,60.000
204.00,10.000
207.00,-10.000
210.00,-10.000
213.00,-10.000
215.00,-10.000
218.00,-10.000
220.00,-10.000
222.00,-10.000
225.00,-10.000
227.00,-10.000
229.00,-10.000
231.00,-10.000
233.00,-10.000
235.00,-10.000
237.00,-10.000
239.00,10.000
241.00,50.000
243.00,50.000
245.00,50.000
247.00,50.000
249.00,50.000
251.00,50.000
253.00,50.000
255.00,50.000
257.00,50.000
259.00,50.000
261.00,50.000
263.00,50.000
266.00,50.000
269.00,50.000
272.00,50.000
274.00,50.000
277.00,50.000
280.00,10.000
283.00,-30.000
285.00,-30.000
287.00,-30.000
289.00,-30.000
291.00,-30.000
293.00,-30.000
295.00,-30.000
297.00,-30.000
299.00,-30.000
301.00,-30.000
303.00,-30.000
305.00,-30.000
307.00,-30.000
309.00,-30.000
311.00,-30.000
313.00,-30.000
326.00,10.000
330.00,60.000
332.00,60.000
334.00,60.000
336.00,60.000
338.00,60.000
340.00,60.000
342.00,60.000
344.00,60.000
346.00,60.000
348.00,60.000
350.00,60.000
352.00,60.000
354.00,60.000
356.00,10.000
358.00,-20.000
359.00,-20.000
362.00,-20.000
364.00,-20.000
366.00,-20.000
368.00,-20.000
370.00,-20.000
372.00,-20.000
374.00,-20.000
376.00,-20.000
378.00,-20.000
380.00,-20.000
382.00,-20.000
384.00,-20.000
386.00,-20.000
388.00,-20.000
390.00,-20.000
392.00,-20.000
394.00,-20.000
396.00,-20.000
400.00,10.000
401.00,50.000
402.00,50.000
403.00,50.000
405.00,50.000
407.00,50.000
409.00,50.000
412.00,50.000
414.00,50.000
416.00,50.000
418.00,50.000
420.00,50.000
422.00,50.000
424.00,50.000
426.00,50.000
428.00,50.000
430.00,50.000
432.00,50.000
434.00,50.000
435.00,10.000
436.00,-65.000
438.00,-65.000
440.00,-65.000
442.00,-65.000
443.00,-65.000
444.00,-65.000
445.00,-65.000
446.00,-65.000
447.00,-65.000
448.00,-65.000
449.00,-65.000
450.00,-65.000
451.00,-65.000
452.00,-65.000
453.00,10.000
454.00,85.000
455.00,85.000
457.00,85.000
459.00,85.000
461.00,85.000
462.00,85.000
463.00,85.000
464.00,85.000
465.00,85.000
466.00,85.000
467.00,85.000
469.00,85.000
472.00,10.000
473.00,-40.000
474.00,-40.000
476.00,-40.000
478.00,-40.000
480.00,-40.000
482.00,-40.000
484.00,-40.000
486.00,-40.000
488.00,-40.000
490.00,-40.000
492.00,-40.000
494.00,-40.000
499.00,-40.000
501.00,10.000
503.00,35.000
505.00,35.000
507.00,35.000
509.00,35.000
511.00,35.000
514.00,35.000
516.00,35.000
519.00,35.000
521.00,35.000
523.00,35.000
525.00,35.000
527.00,35.000
530.00,35.000
532.00,10.000
534.00,0.000
536.00,0.000
540.00,0.000
543.00,0.000
546.00,0.000
549.00,0.000
551.00,0.000
553.00,0.000
556.00,0.000
558.00,0.000
560.00,0.000
562.00,0.000
564.00,0.000
