# file name
# excel_files/oil-aspiration/092922-1.xlsx
9.00,39.130
9.20,38.831
9.40,38.478
9.60,38.098
9.80,37.746
10.00,37.393
10.20,36.986
10.40,36.633
10.60,36.253
10.80,35.873
11.00,35.466
11.20,35.086
11.40,34.707
11.60,34.300
11.80,33.892
12.00,33.485
12.20,33.051
12.40,32.671
12.60,32.210
12.80,31.803
13.00,31.342
13.20,30.908
13.40,30.473
13.60,30.012
13.80,29.551
14.00,29.089
14.20,28.601
14.40,28.113
14.60,27.624
14.80,27.136
15.00,26.620
15.20,26.105
15.40,25.562
15.60,25.019
15.80,24.476
16.00,23.907
16.20,23.310
16.40,22.713
16.60,22.116
16.80,21.464
17.00,20.813
17.20,20.162
17.40,19.456
17.60,18.724
17.80,17.991
18.00,17.177
18.20,16.390
18.40,15.522
18.60,14.599
18.80,13.649
19.00,12.591
19.20,11.424
19.40,10.176
19.60,8.765
19.80,7.028
20.00,4.857
20.60,2.279
20.80,3.853
21.00,4.993
21.20,5.943
21.40,6.730
21.60,7.435
21.80,8.059
22.00,8.656
22.20,9.226
22.40,9.769
22.60,10.257
22.80,10.719
23.00,11.153
23.20,11.614
23.40,12.021
23.60,12.428
23.80,12.808
24.00,13.188
24.20,13.541
24.40,13.893
24.60,14.246
24.80,14.572
25.00,14.870
25.20,15.223
25.40,15.522
25.60,15.820
25.80,16.119
26.00,16.390
26.20,16.688
26.40,16.960
26.60,17.204
26.80,17.503
27.00,17.747
27.20,17.991
27.40,18.262
27.60,18.507
27.80,18.778
28.00,18.995
28.20,19.239
28.40,19.483
28.60,19.701
28.80,19.918
29.00,20.162
29.20,20.379
29.40,20.596
29.60,20.813
29.80,21.030
30.00,21.220
30.20,21.464
30.40,21.654
30.60,21.871
30.80,22.061
31.00,22.251
31.20,22.468
31.40,22.658
31.60,22.848
31.80,23.038
32.00,23.228
32.20,23.418
32.40,23.608
32.60,23.825
32.80,23.988
33.00,24.178
33.20,24.341
33.40,24.531
33.60,24.693
33.80,24.883
34.00,25.073
34.20,25.236
34.40,25.399
34.60,25.589
34.80,25.725
35.00,25.915
35.20,26.077
35.40,26.240
35.60,26.403
35.80,26.566
36.00,26.729
36.20,26.891
36.40,27.054
36.60,27.190
36.80,27.353
37.00,27.516
37.20,27.678
37.40,27.814
37.60,27.977
37.80,28.113
38.00,28.275
38.20,28.438
38.40,28.601
38.60,28.737
38.80,28.872
39.00,29.008
39.20,29.144
39.40,29.307
39.60,29.442
39.80,29.605
40.00,29.741
40.20,29.876
40.40,30.012
40.60,30.175
40.80,30.311
41.00,30.446
41.20,30.555
